price,bedrooms,living_in_m2,real_bathrooms
515000,2,126.34808,3
435000,3,303.79281,2
986000,2,221.10914,2
612000,2,196.95436,2
400000,1,141.21256,2
415000,3,250.8381,1
295000,3,218.32205,2
392000,1,87.32882,1
450000,2,134.70935,1
565000,2,84.54173,1
331000,1,137.49644,1
430100,2,130.0642,2
575000,3,183.01891,2
267000,2,120.7739,2
1080000,2,208.10272,2
329950,3,190.45115,1
670000,3,179.30279,1
325000,2,123.56099,2
370350,2,124.49002,3
763776,3,255.48325,2
674000,2,178.37376,2
330000,2,120.7739,1
622000,2,181.16085,2
295000,2,180.23182,2
875000,3,219.25108,1
257000,1,71.53531,1
466000,2,174.65764,2
950000,2,250.8381,2
397000,2,126.34808,3
400000,2,123.56099,1
463000,3,176.5157,2
357000,2,124.49002,1
419900,3,255.48325,2
1100000,3,268.48967,3
320000,2,92.717194,2
550000,2,170.01248999999999,2
380000,3,199.74145,2
285000,2,122.63195999999999,2
455000,3,281.49609,2
670000,3,376.25715,3
570000,2,179.30279,1
244000,3,134.70935,1
299950,2,173.72861,2
431000,3,201.59951,2
105500,1,86.39979,1
260000,2,160.72219,2
600000,2,207.17369,2
348000,2,139.3545,2
510000,2,208.10272,1
495000,3,192.30921,2
795000,2,271.27676,2
473000,2,175.58667,2
264950,1,92.903,1
739888,2,224.82526,2
315000,3,120.7739,1
679900,2,226.68332,2
561500,2,182.08988,1
390000,3,250.8381,1
442000,1,79.89658,1
230000,3,168.15443,1
403000,1,66.89016,1
320000,3,213.6769,2
389950,3,291.71542,2
249000,2,92.903,1
467000,2,132.386775,2
299900,2,252.69616,2
327000,2,140.28353,1
535000,1,127.27711,2
425000,2,181.16085,2
360000,3,205.31563,2
372000,3,182.08988,1
239950,2,114.27069,1
475000,3,167.2254,2
1100000,3,203.45757,2
900000,3,110.55457,2
285000,1,93.83203,1
317000,2,187.66406,2
520000,3,248.98004,3
550000,3,190.45115,2
450000,3,158.86413,2
560000,2,225.75429,2
410000,2,136.56741,1
800000,1,161.65122,1
475000,3,189.52212,2
600000,2,135.63838,2
685000,2,215.53496,2
290500,3,156.07704,2
433000,3,170.94152,2
987500,3,303.79281,2
335000,2,157.9351,2
619420,3,227.61235,2
470000,2,158.86413,3
570000,3,166.29637,2
270000,2,169.08346,2
621000,3,188.59309,2
726000,3,275.92191,3
282000,2,156.07704,2
432500,2,124.49002,2
402395,3,247.958107,2
485000,3,150.50286,1
422000,3,272.20579,2
510000,2,175.58667,2
585444,3,254.55422,3
115000,1,73.39337,1
276900,1,125.41905,1
302300,3,290.78639,2
1029000,3,351.17334,3
716000,2,131.92226,2
324950,3,196.02533,2
403000,2,182.08988,2
294000,2,157.9351,2
349500,3,188.59309,2
485000,3,148.6448,1
419000,2,307.50893,2
561000,3,236.90265,2
640000,3,195.09629999999999,2
720000,2,316.79923,3
365000,1,76.18046,1
536500,3,185.806,1
385000,2,123.56099,1
634950,2,202.52854,3
290000,2,158.86413,1
603000,2,166.29637,1
220000,2,114.27069,1
760000,2,211.81884,2
625000,3,244.33489,2
540000,2,211.81884,1
887200,2,130.0642,1
240000,2,115.19972,1
261500,2,130.99323,1
302000,3,308.43796,3
375000,3,134.70935,2
340000,2,115.19972,2
490000,2,130.99323,2
250000,3,182.08988,2
249500,1,83.6127,1
400000,3,201.59951,2
430000,2,91.04494,1
396500,2,222.03817,1
524000,1,104.05136,1
715000,2,300.07669,3
547500,2,153.28995,3
445000,3,219.25108,2
239000,2,111.4836,1
277000,1,71.53531,1
530000,2,166.29637,2
778000,2,244.33489,3
259000,2,129.13517,2
459950,2,171.87055,1
269950,2,175.58667,2
280000,2,148.6448,2
615000,1,81.75464,1
707000,3,297.2896,3
459000,1,108.69651,1
374000,3,239.68974,2
565000,2,117.05778,1
411500,3,224.82526,3
638500,3,164.43831,1
589900,1,293.57348,3
467000,2,131.92226,2
548000,3,195.09629999999999,2
498000,2,157.00607,2
395000,3,195.09629999999999,1
624900,3,210.88981,2
450000,2,166.29637,3
830000,3,202.52854,2
235000,2,155.14801,2
500000,2,144.92867999999999,1
300000,3,177.44473,2
460000,1,169.08346,1
530000,2,200.67048,2
305000,2,158.86413,1
475000,2,175.58667,1
285000,2,151.43189,1
285000,2,107.76748,1
507250,2,130.0642,1
320000,1,138.42547,2
239000,2,126.34808,2
435000,3,184.87697,2
525000,3,175.58667,2
311000,3,187.66406,3
484000,3,334.4508,2
330000,2,141.21256,2
235000,1,66.89016,1
285000,2,179.30279,1
495000,2,165.36734,2
332900,2,110.55457,1
472000,2,109.62554,2
279000,2,132.85129,1
260000,2,133.78032,2
583800,2,230.39944,2
650000,3,212.74787,2
564500,3,181.16085,2
475000,3,340.02497999999997,3
454000,3,244.33489,2
900000,3,391.12163,3
311000,1,79.89658,1
915000,2,357.67655,3
450000,1,176.5157,2
306000,1,86.39979,1
637000,3,158.86413,2
220000,1,72.46433999999999,1
413000,3,221.10914,3
348000,2,219.25108,2
429592,1,185.06277599999999,2
552500,2,120.7739,1
250000,2,136.56741,2
565000,3,196.02533,2
650500,3,217.39302,1
590000,2,236.90265,2
248000,2,117.05778,1
435000,2,247.12198,2
559950,2,196.95436,2
257500,1,109.62554,2
250000,2,97.54814999999999,1
510000,3,226.68332,2
775000,3,194.16727,1
591000,3,251.76713,2
175000,3,179.30279,1
510000,3,242.47683,2
550000,1,83.6127,1
615000,2,176.5157,1
580000,2,202.52854,2
849900,1,211.81884,2
285000,2,184.87697,1
334900,1,91.04494,2
454000,1,81.75464,1
290500,3,233.18653,3
375000,1,87.32882,1
635000,3,288.92833,2
710000,3,264.77355,3
400000,2,148.6448,2
341000,3,178.37376,1
378500,3,170.01248999999999,2
733000,2,200.67048,2
379000,2,146.78674,2
399000,2,195.09629999999999,2
225000,1,93.83203,1
575000,3,280.56706,2
625000,2,216.46399,2
341780,3,209.96078,2
237500,2,97.54814999999999,1
415000,1,140.28353,1
215000,2,124.49002,2
536000,2,212.74787,2
371500,2,127.27711,2
975000,3,309.36699,3
833000,3,209.96078,1
710000,3,284.28318,2
480000,2,107.76748,1
255000,2,139.3545,2
498000,3,213.6769,2
467000,2,170.94152,2
400000,1,196.02533,1
319450,3,209.03175,2
390000,3,268.48967,3
268000,3,170.94152,3
260000,1,65.0321,1
654000,2,238.76071,2
400000,2,177.44473,2
512000,2,149.57383,1
500000,2,142.14159,2
375500,2,142.14159,1
283000,3,197.88339,2
455000,2,163.50928,1
798000,2,264.680647,2
580000,2,167.2254,1
280000,2,126.34808,2
310000,3,137.49644,1
650000,3,243.40586,2
757500,3,317.72826,2
475580,2,141.21256,1
345000,1,124.49002,1
235000,2,112.41263,1
597750,3,214.60593,2
325000,3,182.08988,2
637500,3,215.53496,3
272000,1,62.24501,1
335000,2,209.96078,2
533300,3,257.34131,2
296000,3,165.36734,2
290000,3,176.5157,2
405000,2,89.18688,1
240000,3,177.44473,1
829900,3,356.74752,3
244500,2,112.41263,1
361000,2,181.16085,2
417000,2,185.806,2
894000,3,353.0314,2
662990,2,115.19972,1
535000,1,141.21256,1
458000,2,145.85771,1
620000,3,218.32205,1
1127500,3,359.53461,3
375000,3,297.847018,2
950000,3,384.61842,3
566000,3,226.68332,1
290000,2,157.9351,2
287500,3,209.03175,2
400000,2,196.95436,2
830000,3,258.27034,2
180000,2,72.46433999999999,1
660000,2,122.63195999999999,1
395000,2,135.63838,1
1050000,3,379.04424,2
130000,2,103.12233,1
513000,3,194.16727,2
525000,2,188.59309,2
200000,2,114.27069,1
332500,2,167.2254,2
392000,3,241.5478,2
477500,3,172.79958,1
640000,1,143.07062,2
635000,2,145.85771,2
245000,2,169.08346,2
288350,2,172.79958,1
350000,2,156.07704,1
945000,1,235.97362,2
345000,2,203.45757,2
608000,1,129.13517,1
997000,3,318.65729,3
925000,3,291.71542,2
319900,1,128.20614,1
236000,3,170.01248999999999,2
617000,2,177.44473,2
370000,3,287.07027,2
220000,3,208.10272,2
604950,2,196.02533,2
397950,3,196.95436,1
435000,2,179.30279,2
300000,3,182.08988,2
700000,3,219.25108,1
795000,1,128.20614,1
545000,3,246.19295,2
442500,3,222.9672,2
605000,3,225.75429,2
789888,3,306.5799,3
342000,2,117.05778,3
602000,2,146.78674,2
405000,3,206.24466,2
430760,3,251.76713,2
340895,1,85.47076,1
450000,2,187.66406,1
850000,2,278.709,2
427000,2,243.40586,2
420000,2,97.54814999999999,1
245000,3,179.30279,1
383000,2,194.16727,2
240000,2,119.84487,1
352500,2,136.56741,1
170000,1,79.89658,1
585000,2,286.14124,2
530000,3,240.61877,2
502000,2,120.7739,1
419950,1,125.41905,1
500000,3,209.96078,2
405000,3,341.139816,3
274950,2,145.85771,2
360000,2,137.49644,2
542500,2,178.37376,2
257000,2,167.2254,1
320000,2,137.49644,1
594000,2,193.23824,2
305000,2,137.49644,1
440000,2,163.50928,1
315000,2,204.3866,2
375000,3,167.2254,2
417000,3,213.6769,2
282000,2,224.82526,2
334998,1,167.2254,1
865000,3,342.81207,3
475000,3,186.73503,2
402500,1,74.3224,1
300000,1,126.34808,1
585000,3,316.79923,3
399950,2,144.92867999999999,2
266000,2,165.36734,2
750000,3,233.18653,2
615000,2,165.36734,1
407185,2,172.79958,1
435000,2,188.59309,1
525000,2,159.79316,1
405000,1,101.26427,1
895000,1,157.9351,1
375000,2,179.30279,2
581000,3,151.43189,1
550000,3,255.48325,1
470000,2,183.94794,2
267000,2,101.26427,1
872000,3,265.70258,2
451000,1,83.6127,1
691000,3,282.42512,3
315000,2,145.85771,2
700000,2,180.23182,2
435000,3,201.59951,1
420000,3,273.13482,3
453000,3,196.95436,1
416500,2,102.1933,1
390000,2,116.12875,2
390000,2,113.34166,1
320000,3,203.45757,2
576000,2,105.90942,1
462000,3,285.21220999999997,2
535000,3,149.57383,1
295000,1,68.74822,1
545000,3,194.16727,2
957000,3,265.70258,2
499100,2,150.50286,1
745000,2,138.42547,1
645000,2,272.20579,2
600000,3,234.11556,2
423000,3,174.65764,1
320000,1,65.96113,1
442500,3,231.32847,2
350000,2,195.09629999999999,2
560000,2,237.83168,2
627800,3,186.73503,1
306500,1,78.03852,1
347500,3,207.17369,3
400000,1,84.54173,1
736000,1,139.3545,1
530000,2,124.49002,1
299000,2,146.043516,2
505000,1,132.85129,2
905000,3,327.01856,2
415000,2,134.244835,2
311300,1,92.903,1
1100000,3,268.48967,2
495000,2,145.85771,1
260000,3,137.49644,2
314963,1,82.68367,1
502000,1,145.85771,1
395000,1,80.82561,1
791500,3,140.28353,2
545000,1,132.85129,2
665000,2,167.2254,2
840000,3,358.60558,3
412000,2,154.21898,1
180000,1,106.83845,1
915000,3,255.48325,2
620000,3,285.21220999999997,2
205000,3,124.49002,1
517000,3,153.28995,1
550000,2,216.46399,2
378500,1,81.75464,1
572500,3,216.46399,1
219950,2,111.4836,1
440000,2,144.92867999999999,1
605000,2,186.73503,2
530000,2,115.19972,1
233500,2,146.78674,1
449000,2,168.15443,2
375000,2,110.55457,1
845000,3,273.13482,2
521000,2,173.72861,2
530000,3,280.56706,2
400000,3,144.92867999999999,2
439000,2,280.56706,2
455000,1,84.54173,1
1100000,3,296.36057,3
475000,1,133.78032,2
416000,2,206.24466,2
200000,2,93.83203,1
153000,2,111.4836,1
275000,2,170.94152,1
243500,2,196.02533,3
205500,2,123.56099,2
720000,3,226.68332,2
265000,1,57.59986,1
333000,2,150.50286,1
534000,3,197.88339,2
753000,3,200.67048,1
299950,2,112.41263,1
214000,2,111.4836,1
435000,1,144.92867999999999,2
690000,2,163.50928,2
839900,3,317.72826,2
229900,3,143.99965,1
1050000,3,234.11556,2
370000,2,99.40621,2
365000,2,134.70935,1
345000,2,89.18688,1
335000,1,126.34808,1
245000,1,65.96113,1
420000,2,111.4836,2
780000,2,183.01891,2
919990,3,367.89588,3
810000,3,368.82491,2
350000,2,253.62519,2
630000,2,324.23147,2
260000,2,251.76713,2
325000,2,146.78674,2
555000,2,193.23824,2
253000,1,113.34166,1
635000,3,218.32205,2
280000,2,118.91584,2
160000,1,77.10949,1
649950,2,155.14801,2
700000,3,160.72219,1
672800,3,254.55422,2
207500,2,108.69651,1
625000,1,200.67048,1
314000,2,125.41905,1
450000,1,84.54173,1
353000,3,102.1933,1
752888,2,224.82526,2
235000,2,132.85129,1
455850,2,169.08346,2
475226,2,196.95436,2
700000,3,257.34131,2
570000,1,143.07062,1
474000,1,97.54814999999999,1
438000,2,153.28995,1
398500,1,165.36734,2
814000,3,263.84452,2
497000,2,151.43189,2
425000,2,246.19295,2
728000,3,305.65087,2
329000,2,114.27069,1
424000,3,195.09629999999999,2
243500,1,83.6127,1
339000,2,134.70935,2
600000,1,130.99323,1
654000,3,208.10272,2
490000,1,170.94152,1
610000,2,92.903,1
390000,2,122.63195999999999,1
560000,3,161.65122,1
580000,1,79.89658,1
305000,3,215.53496,2
345000,1,79.89658,2
895000,3,267.189028,3
709050,3,252.69616,3
1025000,2,245.26391999999998,1
310000,3,173.72861,2
900000,3,359.53461,3
950000,3,320.51535,2
244000,2,136.56741,2
524000,3,183.94794,1
419625,3,248.98004,2
496500,2,209.96078,2
191950,1,129.13517,2
425000,2,182.08988,1
319950,2,140.28353,3
554950,3,161.65122,1
260000,3,190.45115,2
160000,2,137.49644,1
307000,2,94.76106,1
425000,2,129.13517,1
999000,2,251.76713,2
310000,1,71.53531,1
435000,2,139.3545,1
900000,2,215.53496,2
521000,2,160.72219,1
392500,2,102.1933,1
620000,3,264.77355,3
510000,2,138.42547,1
279000,3,208.10272,1
399950,2,286.791561,2
360000,3,185.806,2
209500,2,90.11591,1
144000,2,91.04494,1
270000,2,164.43831,2
440000,3,165.36734,1
725786,3,285.21220999999997,2
460500,2,138.42547,1
690000,1,148.6448,1
245000,2,133.78032,2
304950,1,62.24501,1
213550,2,146.78674,2
453000,2,162.58025,2
493000,3,177.44473,2
430000,3,178.37376,1
364988,2,264.77355,2
399000,2,79.89658,1
309000,2,134.70935,2
785000,2,279.63803,2
239000,2,136.56741,1
799000,2,198.81242,2
590000,3,287.9993,3
870000,3,178.37376,1
148900,3,157.9351,1
825000,3,282.42512,3
425000,3,123.56099,2
502000,3,157.9351,1
277000,3,139.3545,1
1080000,2,257.34131,2
428900,3,241.361994,2
825000,2,349.31528,2
279950,3,199.74145,1
842500,2,237.83168,2
382000,2,162.58025,2
604000,3,138.42547,1
730000,3,322.37341,2
970000,3,369.75394,2
639000,2,186.73503,2
770000,2,173.72861,2
337500,1,120.7739,1
480500,3,202.52854,2
840000,3,263.84452,3
295500,2,130.99323,2
250000,2,137.49644,1
447500,1,109.62554,1
429000,2,132.85129,2
406000,2,117.98681,1
615000,2,196.02533,1
661000,2,169.08346,2
310000,1,79.89658,1
315000,2,130.99323,2
240000,2,139.3545,2
680000,2,163.50928,1
535000,2,245.26391999999998,3
309000,3,208.10272,2
206000,2,98.47718,1
375000,2,148.6448,2
580000,3,331.570807,3
294950,3,242.47683,2
402723,2,107.76748,2
330000,3,208.10272,2
375000,1,87.32882,1
1055000,2,277.77997,3
380000,2,211.81884,2
485000,3,237.83168,2
92000,1,70.60628,1
490000,3,260.1284,3
700000,3,311.22505,2
1060000,3,209.03175,2
850000,2,295.43154,2
716500,2,217.39302,2
579000,2,184.87697,2
389000,3,222.9672,1
399000,1,65.0321,1
950000,2,286.14124,2
464500,3,162.58025,2
483453,3,259.19937,2
319000,3,179.30279,2
346000,2,147.71577,1
705000,2,135.63838,2
400000,2,108.69651,2
765000,3,247.12198,2
539000,3,217.39302,2
359500,3,296.36057,3
528000,1,117.05778,1
320000,3,169.08346,3
598500,2,234.11556,2
299950,2,165.36734,2
653450,2,192.30921,2
341500,3,289.85735999999997,2
483000,1,115.19972,1
515000,3,353.96043,2
415000,3,143.07062,1
780000,3,323.30244,2
430000,2,133.78032,2
420000,3,180.23182,1
356000,1,85.47076,1
435000,3,210.88981,3
280000,2,161.65122,1
620000,2,228.54138,2
831548,3,279.63803,2
420000,2,152.36092,2
460000,3,243.40586,2
155000,1,65.0321,1
365000,2,193.23824,1
360000,3,230.39944,3
283500,3,195.09629999999999,2
509000,2,165.36734,2
860000,2,172.79958,1
265500,2,134.70935,2
290000,3,217.39302,1
725000,3,306.5799,2
346000,2,139.3545,3
951250,3,251.76713,3
500000,1,192.30921,1
257000,2,171.87055,1
405000,2,229.47041,1
259250,2,87.32882,1
603000,3,196.02533,2
575000,3,191.38018,2
460000,2,153.28995,2
498500,3,277.77997,2
275000,3,156.07704,1
440000,3,233.18653,3
329999,2,106.83845,1
699850,3,249.90906999999999,3
492500,3,238.76071,2
720000,2,147.71577,1
300000,3,175.58667,1
525000,3,169.08346,1
290000,3,208.10272,2
630000,3,164.43831,2
700000,2,264.77355,2
651000,2,209.96078,3
335000,1,108.69651,1
515000,2,140.28353,2
300000,2,118.91584,1
590000,3,231.32847,2
615000,2,251.76713,3
495000,3,159.79316,2
635000,2,273.13482,1
412500,2,138.42547,1
752500,3,219.25108,2
680000,3,278.709,3
302000,3,219.25108,1
515000,3,250.8381,2
350000,2,97.54814999999999,1
996000,2,336.30886,3
435000,1,83.705603,1
865000,3,330.73468,2
905000,3,313.08311,3
400000,2,142.14159,1
330000,1,79.89658,1
900000,2,276.85094,2
587000,2,220.18010999999998,2
275000,1,107.76748,1
769995,3,279.63803,2
565000,2,171.87055,3
500000,2,157.9351,2
675000,3,222.03817,2
360000,2,97.54814999999999,1
294350,2,130.99323,1
199900,1,66.89016,1
671300,3,304.72184,2
95000,1,89.18688,1
415000,1,135.63838,1
218000,1,121.70293,2
527000,3,269.4187,2
950000,2,309.36699,3
292500,2,157.00607,2
732500,2,229.47041,2
383000,3,170.01248999999999,1
579000,1,163.50928,2
581000,1,108.69651,1
330000,1,88.25785,1
257000,2,160.72219,2
345000,1,77.10949,1
559000,1,115.19972,1
485000,2,153.28995,1
825000,3,381.83133,3
500000,3,207.17369,2
455000,3,221.10914,2
176500,2,86.39979,1
680000,2,198.81242,1
342000,1,122.63195999999999,2
839950,3,279.63803,2
240000,2,140.28353,1
280000,3,228.54138,3
440000,3,295.43154,3
780000,3,280.56706,2
373000,2,121.70293,1
695000,3,307.50893,3
990000,3,235.97362,2
335000,2,173.72861,2
510000,3,225.75429,2
405000,1,166.29637,2
525000,3,320.51535,3
592500,1,173.72861,2
325500,3,212.74787,1
230000,2,81.75464,1
740000,3,283.35415,2
699000,3,236.90265,2
400000,2,147.71577,1
319000,2,152.36092,2
554000,2,314.01214,3
402000,3,257.34131,2
346000,2,98.47718,2
695000,2,243.40586,2
677900,2,226.68332,2
541100,3,233.18653,2
605000,3,254.55422,2
865000,2,142.14159,1
336500,3,232.2575,2
308000,2,215.53496,2
270000,2,115.19972,1
265000,2,108.69651,1
919204,3,349.31528,3
311100,3,197.88339,2
775000,1,248.98004,2
260000,3,166.29637,2
350000,2,170.01248999999999,1
234000,3,151.43189,2
499000,2,159.79316,2
357000,2,147.71577,1
592000,2,222.9672,2
346100,1,106.83845,1
313500,2,133.78032,2
880000,2,192.30921,1
616000,2,197.88339,3
885000,2,273.13482,2
579000,2,167.2254,1
355000,2,236.90265,2
450000,2,106.83845,1
775000,3,284.28318,3
265000,2,89.18688,1
383000,2,139.3545,1
270000,3,244.33489,2
562000,2,305.65087,3
419000,3,296.36057,2
618000,3,117.05778,1
280000,2,159.79316,2
645000,3,310.29602,2
269000,3,148.087382,2
465000,2,252.138742,2
315001,2,139.3545,1
695000,3,327.94759,3
390000,3,222.9672,2
320000,2,166.29637,1
282000,2,144.185456,2
465000,2,84.54173,1
447500,3,225.289775,2
607000,2,191.38018,2
220000,2,92.903,1
840000,3,356.74752,3
200000,2,96.61912,1
470000,3,221.10914,2
975000,3,301.00572,2
705000,3,169.08346,2
375000,2,190.45115,2
840000,2,191.38018,2
471275,3,312.246983,2
222000,2,115.19972,1
389000,1,84.54173,1
502000,2,173.72861,2
623000,2,171.87055,2
980000,3,203.45757,2
453000,3,174.65764,2
290000,3,196.95436,1
392400,3,234.11556,2
442500,2,251.76713,1
255000,1,117.05778,1
290000,1,89.18688,1
357000,2,116.12875,1
235000,1,117.98681,1
237000,2,107.76748,1
290000,1,99.963628,1
497000,2,244.33489,2
465000,2,183.01891,2
705000,3,246.19295,2
310000,1,80.82561,1
265000,1,148.6448,1
489950,2,230.39944,1
480680,2,160.72219,2
154200,3,121.70293,1
395000,2,197.88339,2
770000,2,159.79316,1
443600,2,132.85129,2
205000,2,109.62554,1
329900,2,155.14801,1
274000,3,194.16727,2
403000,2,194.16727,2
760369,3,266.63161,2
326100,1,81.75464,1
294900,2,139.3545,2
396800,3,204.3866,2
400000,3,218.32205,2
300000,1,196.95436,1
249000,3,170.01248999999999,2
300000,3,204.3866,1
310000,2,165.36734,2
644500,3,277.77997,2
240000,3,189.52212,2
505000,2,115.19972,1
122000,1,79.89658,1
379000,2,161.65122,2
874150,3,327.94759,3
318000,2,157.00607,2
700000,2,223.89623,2
650000,2,260.1284,2
218500,2,129.13517,1
392500,3,222.9672,2
770000,2,269.4187,2
366000,2,156.07704,1
320000,3,196.02533,2
274000,1,157.9351,2
415000,3,201.59951,2
420000,3,230.39944,1
320000,2,197.88339,2
410000,1,109.62554,1
602500,3,256.41228,2
655000,3,224.82526,2
255000,2,142.14159,2
170000,2,121.70293,1
345000,2,196.95436,2
205000,2,167.2254,2
445000,2,143.07062,2
638000,2,159.79316,3
572500,2,212.74787,2
250000,3,201.59951,2
270000,2,136.56741,2
1070000,3,303.79281,2
360000,3,222.03817,2
210000,2,157.9351,1
280000,2,151.43189,1
255000,1,89.18688,1
363000,2,162.58025,2
505000,2,195.09629999999999,2
292000,2,144.92867999999999,2
325088,3,130.0642,1
185000,2,101.26427,1
450000,2,154.21898,2
649990,3,197.88339,2
599380,2,117.98681,1
440000,2,170.01248999999999,2
354000,2,124.49002,1
210000,2,132.85129,2
350000,3,232.2575,2
280000,2,132.85129,1
255000,1,137.49644,1
375000,2,132.85129,1
334950,2,150.50286,2
345000,3,183.94794,1
555000,3,209.96078,1
280000,2,127.27711,1
667500,2,189.52212,2
450000,3,233.18653,2
500000,3,164.43831,2
265000,2,165.36734,2
475000,1,138.42547,1
315000,2,156.07704,1
652500,3,206.24466,2
1088000,2,271.27676,2
638250,3,228.54138,2
278000,3,222.9672,2
247500,2,154.21898,1
695000,2,222.03817,2
590000,3,373.47006,3
572500,2,188.59309,2
945000,3,224.82526,2
350000,2,117.05778,1
615000,2,159.79316,1
212000,3,174.65764,2
441000,1,110.55457,1
1047500,2,272.20579,2
520000,2,213.6769,1
450000,2,212.74787,1
255000,2,103.12233,1
1050000,2,315.8702,2
275053,1,98.47718,1
355000,2,127.27711,1
419000,3,249.90906999999999,2
600000,2,327.94759,3
453000,2,200.67048,1
337500,3,157.9351,2
437400,2,199.74145,1
369946,2,224.82526,2
429950,3,215.53496,2
380000,1,96.61912,1
322000,2,89.18688,1
299900,3,146.78674,2
265000,1,76.18046,1
242000,2,146.78674,1
417000,2,178.37376,1
499000,3,287.9993,2
250000,2,160.72219,2
305000,3,163.787989,2
665000,2,228.54138,3
479000,2,124.49002,1
725000,2,232.2575,1
435000,3,188.59309,2
437000,2,239.68974,2
890900,3,317.72826,2
295000,2,135.63838,2
490000,2,206.24466,2
379000,2,139.3545,2
749995,3,318.65729,3
335000,1,131.92226,2
603500,3,377.18618,2
640000,3,292.64445,2
224000,2,137.49644,1
277950,3,175.493767,2
290000,2,89.18688,1
259500,2,123.56099,2
389999,3,175.58667,2
475000,2,117.98681,1
225000,2,119.84487,1
292000,3,191.38018,2
383000,3,239.68974,1
285167,2,204.3866,2
390000,3,237.83168,2
430000,1,141.21256,2
756000,3,200.67048,2
319000,3,221.10914,2
300000,2,193.23824,2
415000,3,248.05101,2
209950,2,212.74787,1
329900,1,91.04494,2
335000,3,247.12198,3
320000,2,130.0642,1
566000,2,194.16727,2
450000,2,135.63838,2
262000,2,183.01891,2
482000,2,274.06385,2
160000,3,143.07062,1
600000,3,194.16727,2
720000,3,384.61842,3
400000,3,199.74145,1
640000,3,379.97327,2
452000,1,124.49002,1
343000,1,103.12233,1
350000,1,84.54173,1
594950,3,221.10914,2
860000,2,284.28318,2
275000,2,116.12875,1
190000,2,102.1933,1
254500,3,238.76071,2
368000,2,144.92867999999999,1
749000,3,189.52212,2
323000,3,121.70293,1
268000,2,127.27711,1
380000,3,266.074192,3
525000,2,189.52212,2
829950,3,318.65729,2
400000,2,206.24466,2
681500,3,302.86378,2
496800,3,171.87055,2
367500,2,117.98681,1
190848,3,127.27711,1
340000,2,105.90942,2
297950,2,129.13517,2
664000,3,222.03817,2
130000,1,72.46433999999999,1
425000,1,196.02533,1
249900,2,113.34166,2
590000,1,142.14159,1
540000,3,182.08988,3
440000,1,110.55457,1
1050000,3,209.03175,2
299950,2,146.78674,1
418000,1,137.49644,1
320000,3,242.47683,2
790000,2,282.42512,2
585000,1,118.91584,1
258000,1,69.67725,1
815000,3,191.38018,1
569950,3,314.01214,3
234000,2,96.61912,1
835000,3,143.99965,2
423000,3,157.9351,1
234950,2,126.34808,1
205000,2,93.83203,1
468000,1,107.76748,1
580000,2,145.85771,1
265000,3,180.23182,1
378000,2,92.903,1
815000,3,243.40586,2
605000,3,242.47683,2
465000,2,135.63838,1
328000,3,184.87697,1
370000,2,196.95436,2
185000,2,127.27711,1
457000,2,108.69651,1
764000,2,131.92226,2
380000,1,70.60628,1
600000,2,248.98004,2
418000,2,142.14159,1
505000,1,94.76106,1
408000,2,131.92226,1
330000,3,169.08346,2
259950,3,130.0642,1
920000,3,290.78639,3
530000,2,133.78032,1
676000,2,208.10272,2
430000,3,227.798156,3
195000,2,110.55457,1
616500,3,174.65764,2
240000,2,150.50286,2
852000,3,184.87697,2
620000,2,198.81242,1
1115500,3,262.91549,3
510000,2,217.39302,2
419950,2,289.85735999999997,2
320000,3,163.50928,1
338900,2,179.860208,2
782500,3,272.20579,2
415000,2,140.28353,1
210000,1,91.97397,1
532500,3,206.24466,2
400000,2,144.92867999999999,1
725000,2,180.23182,2
825000,2,234.11556,2
756450,3,298.21863,2
390000,2,133.315805,1
256900,2,159.79316,2
390000,1,89.372686,1
356500,3,238.76071,2
600000,1,170.01248999999999,2
240000,1,123.56099,1
259950,2,146.600934,2
590000,1,134.70935,2
485000,3,180.789238,3
530000,2,292.64445,2
590000,2,205.31563,2
718500,3,263.84452,2
294950,1,98.47718,1
306000,2,183.94794,1
460000,2,218.32205,2
940000,3,252.69616,3
1139990,3,347.45722,3
314000,1,66.89016,1
492000,3,236.90265,2
339990,2,238.76071,2
540000,2,220.18010999999998,2
400000,2,275.92191,2
406000,2,101.26427,1
440000,3,137.49644,1
419600,2,156.07704,1
480000,2,204.3866,2
905000,2,272.20579,2
200000,2,86.39979,1
253000,2,81.75464,1
140000,2,98.47718,1
805000,3,175.58667,2
702000,3,246.19295,2
625000,3,270.34773,2
242500,2,111.4836,1
329900,2,201.59951,2
565000,2,375.32812,2
500000,2,186.73503,2
167000,1,72.46433999999999,1
500000,3,159.79316,1
350000,2,143.99965,2
313100,2,160.72219,2
658500,3,176.5157,2
235000,2,218.32205,2
462600,2,132.85129,1
549900,2,118.91584,2
587000,2,199.74145,2
579000,3,176.5157,3
227500,2,106.83845,1
249000,2,171.87055,2
550000,3,219.25108,3
379500,2,130.99323,2
910000,3,294.50251,2
695000,2,232.2575,2
566000,2,154.21898,2
405000,2,152.36092,2
550000,2,212.74787,2
199000,2,129.13517,1
725000,3,303.79281,2
399000,2,174.65764,2
675000,1,198.81242,1
240000,2,141.21256,1
335000,2,132.85129,3
282900,3,158.86413,2
395000,2,213.6769,2
814950,3,277.77997,2
454000,2,183.01891,1
469995,3,218.32205,2
1010000,3,273.13482,2
210000,1,133.78032,1
360000,2,167.2254,1
479000,3,210.88981,2
